id,title,release_date,vote_average,overview,genre_ids,year,month
7345,Sangue Negro,2007-12-26,8.079,"Daniel Plainview e seu filho são caçadores de petróleo, que perfuram poços na Califórnia no início do século XX. Eles são desafiados por um jovem pastor, Eli Sunday, cuja ambição pessoal é confrontada por Plainview. A luta entre os dois é o centro dessa conflitante, trágica e histórica jornada ao abismo da loucura causada pela corrupção, fraude e petróleo.",[18],2007,12
55823,A Grande Guerra,1959-10-28,8.1,"Itália, 1916. Oreste Jacovacci e Giovanni Busacca são chamados, como todos os jovens italianos, para servir o exército na Primeira Guerra Mundial. Ambos tentam de todas as maneiras evitar servir o exército. Giovanni paga Oreste, acreditando em suas falsas promessas de fazê-lo escapar da convocação. Mas o destino os faz se encontrarem de novo no trem que vai para a frente de batalha.","[35, 10752, 18]",1959,10
831827,Distante da Árvore,2021-11-24,8.075,"A paternidade é difícil, principalmente quando um jovem guaxinim é motivado pela curiosidade enquanto seu pai tenta mantê-los em segurança. No curta, este jovem aprende a viver com o coração aberto... mesmo quando o perigo está à espreita.","[16, 10751]",2021,11
705,A Malvada,1950-11-09,8.075,Margo Channing é uma reconhecida atriz da Broadway que está envelhecendo e Eve Harrington é uma jovem fã que consegue se infiltrar na vida de Channing e que acaba ameaçando sua carreira e relacionamentos pessoais.,[18],1950,11
2457,O Boulevard do Crime,1945-03-15,8.072,"Em uma Paris caótica do século XIX, repleta de aristocratas, ladrões, médiuns e cortesãs, o mímico teatral Baptiste está apaixonado pela misteriosa atriz Garance. Mas Garance, por sua vez, é amada por três outros homens: o pretensioso ator Frederick, o ladrão conivente Lacenaire e o Conde Edouard de Montray.","[18, 10749]",1945,3
11659,O Melhor da Juventude,2003-06-22,8.07,"Após um encontro fatídico no verão de 1966, os caminhos de vida de dois irmãos de uma família romana de classe média divergem, cruzando-se com alguns dos eventos mais significativos da história italiana do pós-guerra nas décadas seguintes.","[18, 36, 10749]",2003,6
1091,O Enigma de Outro Mundo,1982-06-25,8.07,"Na remota Antártida, um grupo de cientistas americanos é perturbado em sua base quando, de um helicóptero, alguém atira em um cão do acampamento. À medida que socorrem o cão baleado, o bicho começa a atacar os cientistas e os outros cachorros e logo eles descobrem que o animal pode assumir a forma de suas vítimas. Isto significa que membros da equipe podem ser mortos e a cópia assumir o lugar deles. Com isso, um piloto e um médico precisam capturar a fera antes que seja tarde demais.","[27, 9648, 878]",1982,6
1244492,Look Back,2024-06-28,8.068,"Esta é a história de Fujino e Kyomoto. Enquanto uma tem confiança absoluta em seu talento, a outra é uma reclusa que nunca sai de casa. Mas o amor e a dedicação que ambas possuem por desenhar mangá acaba unindo essas duas jovens de uma pequena cidade do interior. Um fantástico conto sobre a juventude feito a partir de um olhar único e especial.","[16, 18]",2024,6
832,"M, o Vampiro de Dusseldorf",1931-05-11,8.1,"Um assassino de crianças deixa a cidade inteira com medo. A polícia está frenética e desesperadamente procurando por ele, prendendo qualquer um que seja minimamente suspeito. Enquanto isso, os chefes das gangues, furiosos com os ataques que estão sofrendo por causa do assassino, decidem procurá-lo eles mesmos.","[18, 53, 80]",1931,5
31439,Tempos de Viver,1994-05-18,8.1,"Narra a história de uma abastada família através das várias guerras e revoluções da China Imperial. Após perder sua fortuna e sua honra, eles têm de aprender a lutar por sua sobrevivência, enfrentando a separação, a morte e os traumas advindos das reformas radicais impostas ao país.","[18, 10749, 10752]",1994,5
8392,Meu Amigo Totoro,1988-04-16,8.064,"Duas irmãs se mudam para o campo com o pai para ficarem mais próximas da mãe hospitalizada e descobrem que as árvores ao redor são habitadas por Totoros, espíritos mágicos da floresta. Quando a mais nova foge de casa, a irmã mais velha busca a ajuda dos espíritos para encontrá-la.","[14, 16, 10751]",1988,4
663558,Nezha: O Renascer de um Deus,2021-02-06,8.062,"Nezha, um fã de corridas que ganha a vida como entregador, encontra velhos inimigos e precisa redescobrir seus poderes para proteger a família e os amigos.","[16, 14, 28]",2021,2
359940,Três Anúncios Para Um Crime,2017-12-01,8.062,"Inconformada com a ineficácia da polícia em encontrar o culpado pelo brutal assassinato de sua filha, Mildred Hayes decide chamar atenção para o caso não solucionado alugando três outdoors em uma estrada raramente usada. A inesperada atitude repercute em toda a cidade e suas consequências afetam várias pessoas, especialmente a própria Mildred e o Delegado Willoughby, responsável pela investigação.","[80, 18]",2017,12
1064486,Memórias de um Caracol,2024-10-17,8.061,"Grace Pudel é uma garota solitária que coleciona caracóis ornamentais e tem um enorme amor pelos livros. Ainda muito jovem, Grace foi separada do irmão gêmeo, o pirofagista Gilbert, e a partir daí, entrou em uma espiral contínua de ansiedade e angústia. Apesar dessas inúmeras dificuldades, a menina volta a encontrar inspiração e esperança quando inicia uma amizade duradoura com uma idosa excêntrica chamada Pinky, repleta de coragem e desejo de viver.","[16, 18, 35]",2024,10
7347,Tropa de Elite,2007-10-12,8.061,"Rio de Janeiro, 1997. Nascimento, capitão da Tropa de Elite do Rio de Janeiro, é designado para chefiar uma das equipes que tem como missão ""apaziguar"" o Morro do Turano por um motivo que ele considera insensato. Mas ele tem que cumprir as ordens enquanto procura por um substituto. Sua mulher, Rosane, está no final da gravidez e todos os dias lhe pede para sair da linha de frente do batalhão. Pressionado, o capitão sente os efeitos do estresse.Neste clima, é chamado para mais uma emergência num morro. Em meio a um tiroteio em um baile funk, Nascimento e sua equipe têm que resgatar dois aspirantes a oficiais da PM: Neto e Matias. Ansiosos por entrar em ação e impressionados com a eficiência de seus salvadores, os dois se candidatam ao curso de formação da Tropa de Elite.","[18, 28, 80]",2007,10
62,2001: Uma Odisséia no Espaço,1968-04-02,8.061,"Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso planeta. Quatro milhões de anos depois, no século XXI, uma equipe de astronautas liderados pelo experiente David Bowman e Frank Poole é enviada ao planeta Júpiter para investigar o enigmático monólito na nave Discovery, totalmente controlada pelo computador HAL-9000. Entretanto, no meio da viagem, HAL-9000 entra em pane e tenta assumir o controle da nave, eliminando um a um os tripulantes.","[878, 9648, 12]",1968,4
21634,Orações para Bobby,2009-01-24,8.059,"Este é um filme baseado na história verídica de um jovem homossexual, que aos 20 anos suicida-se. A sua mãe, Mary Griffith, sabedora da sexualidade do filho acredita ""curar"" o filho com base na religião e terapias, para quatro anos depois (1979) Bobby lançar-se de uma ponte.","[18, 36, 10770]",2009,1
762975,Continência ao Amor,2022-07-29,8.056,Uma música e um militar prestes a ir para a guerra se casam por conveniência. Mas uma tragédia transforma esse relacionamento de fachada em realidade.,"[10749, 18]",2022,7
4348,Orgulho e Preconceito,2005-09-16,8.055,"Elizabeth Bennet vive com sua mãe, pai e irmãs no campo, na Inglaterra. Por ser a filha mais velha, ela enfrenta uma crescente pressão de seus pais para se casar. Quando Elizabeth é apresentada ao belo e rico Darcy, faíscas voam. Embora haja uma química óbvia entre os dois, a natureza excessivamente reservada de Darcy ameaça a relação.","[18, 10749]",2005,9
522518,Juntos para Sempre,2019-05-03,8.053,"Depois de muitas vidas e aprendizados, Bailey vive tranquilamente com Hanna. Um dia, Gloria, uma aspirante a cantora, aparece sem avisar na vida dos dois com uma notícia surpreendente: Hanna tem uma neta, chamada Clarity. Com o tempo, o cãozinho percebe como a menina e negligenciada pela mãe e decide que seu objetivo nesta vida é cuidar dela e protegê-la incondicionalmente.","[10751, 12, 18]",2019,5
11423,Memórias de um Assassino,2003-04-25,8.053,"Província de Gyunggi, 1986. O corpo de uma jovem mulher, brutalmente estuprada e depois assassinada, é encontrado no campo. Dois meses depois, ocorreram outros crimes semelhantes. Em um país que nunca havia conhecido tais atrocidades, o boato de um assassino em série crescia a cada dia. Uma unidade especial da polícia é então criada na região para encontrar o culpado rapidamente.","[80, 18, 53]",2003,4
992,Bancando o Águia,1924-04-17,8.053,Um projecionista de cinema que sonha em ser detetive coloca suas escassas habilidades em prática quando é incriminado por um rival por roubar o relógio de bolso do pai de sua namorada.,"[28, 35, 9648]",1924,4
133919,Cenas de um Casamento,1974-09-15,8.052,"Johan e Marianne são casados ​​e parecem ter tudo. A felicidade deles, no entanto, é apenas uma fachada para um relacionamento conturbado, que se torna ainda mais instável quando Johan admite estar tendo um caso. Em pouco tempo, os cônjuges se separam e caminham para finalizar o divórcio, mas tentam se reconciliar. Mesmo buscando outros relacionamentos, Johan e Marianne percebem que têm um vínculo significativo, mas também muitos problemas que dificultam essa conexão.","[18, 10749]",1974,9
381284,Estrelas Além do Tempo,2016-12-10,8.05,"Ano 1961, em plena Guerra Fria, Estados Unidos e União Soviética disputam a supremacia na corrida espacial ao mesmo tempo em que a sociedade norte-americana lida com uma profunda cisão racial, entre brancos e negros. Tal situação é refletida também na NASA, onde um grupo de funcionárias negras é obrigada a trabalhar a parte. É lá que estão Katherine Johnson, Dorothy Vaughn e Mary Jackson, grandes amigas que, além de provar sua competência dia após dia, precisam lidar com o preconceito arraigado para que consigam ascender na hierarquia da NASA.","[18, 36]",2016,12
1955,O Homem Elefante,1980-10-09,8.05,"A história de John Merrick, um desafortunado cidadão da Inglaterra vitoriana que era portador do caso mais grave de neurofibromatose múltipla registrado, tendo 90% do seu corpo deformado. Esta situação tendia fazer com que ele passasse toda a sua existência se exibindo em circos de variedades como um monstro. Inicialmente era considerado um débil mental pela sua dificuldade de falar, até que um médico, Frederick Treves, o descobriu e o levou para um hospital. Lá Merrick se liberou emocionalmente e intelectualmente, além de se mostrar uma pessoa sensível ao extremo, que conseguiu recuperar sua dignidade.","[18, 36]",1980,10
532067,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,2019-08-30,8.049,"Quando Yunyun recebe uma carta aparentemente séria sobre um possível desastre vindo para sua cidade natal, ela imediatamente informa Kazuma Satou e o resto de seu grupo. Depois de uma série de mal-entendidos malucos, acaba sendo uma mera brincadeira de seu companheiro demônio que quer ser um autor. Mesmo assim, Megumin fica preocupada com sua família e parte para a vila dos Demônios Carmesins com o grupo.","[16, 12, 35, 14]",2019,8
439,A Doce Vida,1960-02-05,8.049,"Roma, início dos anos 60. O jornalista Marcello (Marcello Mastroianni em desempenho memorável) vive entre as celebridades, ricos e fotógrafos que lotam a badalada Via Veneto. Neste mundo marcado pelas aparências e por um vazio existencial, frequenta festas, conhece os tipos mais extravagantes e descobre um novo sentido para a vida.","[35, 18]",1960,2
548,Rashomon,1950-08-26,8.0,"No Japão do século XI, um lenhador, um sacerdote e um camponês procuram refúgio de uma tempestade nas ruínas de pedra do Portão de Rashomon. O sacerdote conta detalhes de um julgamento que testemunhou, envolvendo o estupro de Masako e o assassinato do marido dela, Takehiro, um samurai. Em flashback é mostrado o julgamento do bandido Tajomaru, onde acontecem quatro testemunhos, inclusive de Takehiro através de um médium. Cada um é uma ""verdade"", que entra em conflito com as outras.","[80, 18, 9648]",1950,8
11645,Ran,1985-06-01,8.045,"O senhor de guerra Hidetori Ichimonji decide que chegou o momento de se aposentar e dividir seu feudo entre seus três filhos. Seu filho mais velho e do meio, Taro e Jiro, concordam com sua decisão e prometem apoiá-lo nos dias restantes de aposentadoria. O filho mais novo, Saburo, discorda de todos eles argumentando que há pouca probabilidade dos três irmãos permanecerem unidos. Insultado pela impaciência de seu filho caçula, o senhor da guerra o expulsa. Quando o senhor da guerra começa sua aposentadoria, ele rapidamente percebe que seus dois filhos mais velhos são egoístas e não têm intenção de cumprir suas promessas. Isso leva à guerra e só o banido Saburo pode salvá-lo.","[28, 18, 36]",1985,6
640344,Eu Contra Você: A Vingança do Sr. S,2020-01-17,8.0,"Um jovem casal que faz vídeos populares no YouTube para crianças se propõe a ganhar um prêmio, mas um gênio do mal impede seu sucesso.","[10751, 14]",2020,1
334543,Lion: Uma Jornada para Casa,2016-11-24,8.042,"Quando tinha apenas cinco anos, o indiano Saroo se perdeu do irmão numa estação de trem de Calcutá e enfrentou grandes desafios para sobreviver sozinho até de ser adotado por uma família australiana. Incapaz de superar o que aconteceu, aos 25 anos ele decide buscar uma forma de reencontrar sua família biológica.",[18],2016,11
518068,Along With the Gods: The Last 49 Days,2018-08-01,8.041,Segue a jornada de 3 Guardiões da Vida após a morte e Su-hong em sua jornada através de sua 49ª tentativa para ganhar suas reencarnações e como os Guardiões lentamente recuperam suas memórias esquecidas através do Deus da Casa no mundo dos vivos.,"[28, 12, 14, 53]",2018,8
872585,Oppenheimer,2023-07-19,8.039,"A história do físico americano J. Robert Oppenheimer, seu papel no Projeto Manhattan e no desenvolvimento da bomba atômica durante a Segunda Guerra Mundial, e o quanto isso mudaria a história do mundo para sempre.","[18, 36]",2023,7
555604,Pinóquio por Guillermo del Toro,2022-11-09,8.039,"Uma versão mais sombria do clássico conto de fadas infantil, onde um boneco de madeira se transforma em um menino vivo de verdade.","[16, 14, 12, 18]",2022,11
638507,Como Treinar o Seu Dragão: Volta ao Lar,2019-12-03,8.0,Soluço e Banguela se reúnem para lembrar as duas espécies do vínculo inseparável entre vikings e dragões.,"[16, 14, 12, 10751]",2019,12
42229,Um Dia Muito Especial,1977-08-11,8.038,"Em 6 de maio de 1938, enquanto uma multidão imensa e eufórica afluía a Roma para assistir à cerimônia do encontro histórico entre o poderoso Adolf Hitler e Benito Mussolini, o primeiro-ministro italiano, ou ""Il Duce"", Antonietta e Gabriele, dois moradores solitários de um cortiço decadente, têm um encontro fortuito. Ela é uma dona de casa incansável e uma fiel apoiadora de Mussolini; ele é um locutor de rádio recém-demitido e seu charmoso vizinho — dois companheiros improváveis ​​unidos por um fio invisível de repressão, em um dia verdadeiramente excepcional. No fim, será que esses dois completos estranhos terão mais em comum do que imaginavam?","[18, 10749]",1977,8
582,A Vida dos Outros,2006-03-23,8.038,"Georg Dreyman é o maior dramaturgo da Alemanha Oriental, sendo por muitos considerado o modelo perfeito de cidadão para o país, já que não contesta o governo nem seu regime político. Apesar disto o ministro Bruno Hempf acha por bem acompanhar seus passos, para descobrir se Dreyman tem algo a esconder. Ele passa esta tarefa para Anton Grubitz, que a princípio não vê nada de errado com Dreyman mas é alertado por Gerd Wiesler, seu subordinado, de que ele deveria ser vigiado. Grubitz passa a tarefa a Wiesler, que monta uma estrutura em que Dreyman e sua namorada, a atriz Christa-Maria Sieland, são vigiados 24 horas.","[18, 53]",2006,3
437068,O Motorista de Táxi,2017-08-02,8.037,"Em 1980, durante a ditadura militar na Coreia do Sul, um humilde taxista de Seul é contratado por pelo jornalista alemão Jürgen Hinzpeter para levá-lo até a cidade de Gwangju. Ao chegar lá, eles se deparam com o lugar tomado pelo governo militar e com os cidadãos, liderados por um grupo de estudantes, reivindicando liberdade. O que começa com uma simples corrida de táxi se torna uma luta pela sobrevivência em meio à Revolta de Gwangju, em maio de 1980.","[28, 18, 36]",2017,8
550776,Acredite em Mim: A História de Lisa Mcvey,2018-09-30,8.035,"Na noite em que planeja tirar a própria vida, uma garota de 17 anos é sequestrada e se vê lutando para se manter viva. Ela consegue convencer seu agressor a libertá-la, mas quando ela volta para casa ninguém acredita em sua história, exceto por um detetive, que suspeita que ela tenha sido sequestrada por um serial killer.","[18, 10770, 80]",2018,9
310569,Que Horas Ela Volta?,2015-06-04,8.033,"A pernambucana Val (Regina Casé) se mudou para São Paulo a fim de dar melhores condições de vida para sua filha Jéssica. Com muito receio, ela deixou a menina no interior de Pernambuco para ser babá de Fabinho, morando integralmente na casa de seus patrões. Treze anos depois, quando o menino (Michel Joelsas) vai prestar vestibular, Jéssica (Camila Márdila) lhe telefona, pedindo ajuda para ir à São Paulo, no intuito de prestar a mesma prova. Os chefes de Val recebem a menina de braços abertos, só que quando ela deixa de seguir certo protocolo, circulando livremente, como não deveria, a situação se complica.",[18],2015,6
120467,O Grande Hotel Budapeste,2014-02-26,8.033,"No período entre as duas guerras mundiais, o famoso gerente de um hotel europeu conhece um jovem empregado e os dois tornam-se melhores amigos. Entre as aventuras vividas pelos dois, constam o roubo de um famoso quadro do Renascimento, a batalha pela grande fortuna de uma família e as transformações históricas durante a primeira metade do século XX.","[35, 18]",2014,2
397567,Along with the Gods: The Two Worlds,2017-12-20,8.032,"Após morrer inesperadamente ao realizar um salvamento heróico, o jovem bombeiro Ja-hong é levado por três guardiões ao mundo espiritual, onde deverá passar por 7 julgamentos em um período de 49 dias. Os três guardiões foram designados para ajudá-lo em sua defesa, pois ele apenas terá permissão para reencarnar novamente na Terra se for considerado inocente em todos os julgamentos.","[28, 12, 18, 14, 53]",2017,12
26022,Meu Nome é Khan,2010-02-10,8.029,"Um homem muçulmano indiano, que sofre de síndrome de Asperger, é preso por engano como um suspeito de terrorismo após o 11 de Setembro em Los Angeles.","[18, 10749]",2010,2
800,Os Esquecidos,1950-12-09,8.028,"Um grupo de delinquentes juvenis vive uma vida violenta nas infames favelas da Cidade do México; entre eles, o jovem Pedro, cuja moralidade é gradualmente corrompida e destruída pelos outros.","[18, 80]",1950,12
106646,O Lobo de Wall Street,2013-12-25,8.026,"Durante seis meses, Jordan Belfort trabalhou duro em uma corretora de Wall Street, seguindo os ensinamentos de seu mentor Mark Hanna. Quando finalmente consegue ser contratado como corretor da firma, acontece o Black Monday, que faz com que as bolsas de vários países caiam repentinamente. Sem emprego e bastante ambicioso, ele acaba trabalhando para uma empresa de fundo de quintal que lida com papéis de baixo valor, que não estão na bolsa de valores. É lá que Belfort tem a idéia de montar uma empresa focada neste tipo de negócio, cujas vendas são de valores mais baixos mas, em compensação, o retorno para o corretor é bem mais vantajoso. Ao lado de Donnie e outros amigos dos velhos tempos, ele cria a Stratton Oakmont, uma empresa que faz com que todos enriqueçam rapidamente e, também, levem uma vida dedicada ao prazer.","[80, 18, 35]",2013,12
414419,Kill Bill: Todo o Sangue Derramado,2011-03-27,8.025,"Dirigido por Quentin Tarantino, a Noiva busca vingança contra o Esquadrão de Assassinato da Víbora Mortal. Essa versão estendida combina ""Kill Bill: Vol. 1"" e ""Vol. 2"" em um único filme épico. Prepare-se para mergulhar no estilo característico de Tarantino, na ação explosiva e na atuação icônica de Uma Thurman. Esse filme é perfeito para os fãs de narrativas cheias de vingança e do brilhantismo cinematográfico!","[28, 80]",2011,3
147,Os Incompreendidos,1959-06-03,8.0,"Para o jovem parisiense Antoine Doinel, a vida é uma sucessão de dificuldades. Cercado por adultos insensíveis, incluindo seus pais negligentes, Antoine passa os dias com seu melhor amigo, René, tentando planejar uma vida melhor. Quando um de seus planos dá errado, Antoine acaba se metendo em problemas com a lei, o que leva a ainda mais conflitos com figuras de autoridade insensíveis.",[18],1959,6
698687,Transformers: O Início,2024-09-11,8.023,Veja a história não contada da origem de Orion Pax (o jovem Optimus Prime) e D-16 (o jovem Megatron) e descubra como estes dois companheiros de luta se tornaram inimigos mortais e mudaram para sempre o destino de Cybertron.,"[16, 878, 12, 10751]",2024,9
538362,Na Própria Pele - O Caso Stefano Cucchi,2018-09-12,8.023,"Detido por posse de drogas, Stefano Cucchi enfrenta uma semana atrás das grades que muda para sempre a vida de sua família. Baseado em fatos reais.",[18],2018,9
279,Amadeus,1984-09-19,8.023,"Após tentar se suicidar, Salieri confessa a um padre que foi o responsável pela morte de Mozart e relata como conheceu, conviveu e passou a odiar Mozart, que era um jovem irreverente mas compunha como se sua música tivesse sido abençoada por Deus.","[36, 10402, 18]",1984,9
9277,Golpe de Mestre,1973-12-25,8.022,"Após o assassinato de um amigo em comum, o aspirante a vigarista Johnny Hooker junta-se ao velho Henry Gondorff para se vingar de Doyle Lonnega, o cruel chefe responsável pelo crime. Hooker e Gondorff implementam um plano elaborado para que Lonnegan não descubra que está sendo enganado. O grande golpe começa a se desenrolar, mas as coisas não saem como planejaram e a destemida dupla faz improvisações de última hora.","[35, 80, 18]",1973,12
785534,Filhos de Istambul,2021-03-12,8.021,"Nas ruas de Istambul, Mehmet, um catador de papel, decide ajudar um garoto e acaba tendo que confrontar os traumas da própria infância.",[18],2021,3
307,"Roma, Cidade Aberta",1945-10-08,8.0,"A localização: Roma ocupada pelos nazistas. Como Roma é classificada como uma cidade aberta, a maioria dos romanos pode passear pelas ruas sem medo de a cidade ser bombardeado ou eles serem mortos no processo. Mas a vida para os romanos ainda é difícil com a ocupação nazista. Há um toque de recolher, alimentos básicos são racionados, e os nazistas ainda estão procurando aqueles que trabalham para a resistência e fazem qualquer coisa para reprimir os que estão na resistência e ninguém  dá nenhuma ajuda aos partisans.","[18, 10752]",1945,10
610461,"Veinteañera, divorciada y fantástica",2020-02-14,8.0,"Regina, nossa jovem protagonista, sempre sonhou em se casar. E ela fez isso - mas o sonho durou muito menos do que ela pensava e agora ela tem que encarar a vida de uma maneira muito engraçada como divorciada.",[35],2020,2
938,Por uns Dólares a Mais,1965-12-18,8.0,"Monco é um astuto caçador de recompensas, que perambula pelas cidades do velho oeste americano em busca de um novo alvo. Ele o encontra quando vê o cartaz de procurado de Índio, um perigoso bandido que também está sendo procurado pelo coronel Douglas Mortimer, outro caçador de recompensas. Os dois partem no encalço de Índio mas, sem conseguir capturar o bandido nem eliminar o rival, eles precisam decidir entre unir forças ou serem eliminados pela gangue de Índio.",[37],1965,12
821,Julgamento em Nuremberg,1961-12-18,8.015,"Após a 2ª Guerra Mundial, um juiz americano é convocado para chefiar o julgamento de quatro juristas alemães responsáveis pela legalização dos crimes cometidos pelos nazistas durante a guerra. À medida que surgem provas de esterilização e assassinatos de judeus, a pressão política vai-se tornando cada vez maior, pois a Guerra Fria está chegando e ninguém quer mais julgamentos como os da Alemanha. Além disso, os governos aliados querem fortemente esquecer o passado, mas a coisa certa a ser feita é a questão que esse tribunal tentará responder. Baseado em fatos reais, principalmente no caso Katzenberger, o último julgamento dos Processos de Guerra de Nuremberg, que ocorreram depois da Segunda Guerra Mundial para julgar os criminosos nazistas.","[18, 36]",1961,12
472454,Ayla: A Filha da Guerra,2017-10-27,8.014,"Baseado em fatos reais, o filme acompanha a história de um soldado turco que, durante a Guerra da Coréia, encontra o corpo quase congelado de uma menina abandonada. Apesar de não falarem a mesma língua, a convivência entre eles cria um forte laço, que durará toda uma vida.","[18, 10752, 36]",2017,10
641,Réquiem para um Sonho,2000-10-06,8.014,"Sara Goldfarb é uma viúva aposentada que vive em um pequeno apartamento. Ela passa a maior parte do tempo assistindo à TV, especialmente a um programa específico de autoajuda. Ela tem a ilusão de superar sua atual existência monótona sendo convidada para esse programa. Seu filho, Harry, é viciado em drogas, mas junto com seu amigo Tyrone tem visões de se tornar um grande traficante de drogas. A namorada de Harry, Marion, poderia ser designer de moda ou artista, mas é arrastada para o mundo das drogas de Harry. Enquanto isso, Sara desenvolveu seu próprio vício. Ela quer desesperadamente perder peso e, por isso, entra em um curso intensivo que envolve o consumo de pílulas, pílulas essas que se revelam muito viciantes e prejudiciais ao seu estado mental.","[80, 18]",2000,10
347688,Scooby-Doo! e Kiss: O Mistério do Rock and Roll,2015-07-09,8.013,"A Mistérios S.A. é convocada para uma missão muito especial: a famosa banda de rock Kiss pede a ajuda de Scooby-Doo, Salsicha, Velma, Fred e Dafne para impedir uma bruxa, que interrompeu um grande show de Halloween do grupo e quer invocar o monstro ""Destroyer"".","[10751, 16, 35, 9648]",2015,7
20530,Pai e Filha,1949-09-13,8.011,"Noriko tem 27 anos de idade e ainda vive com o seu velho pai, o senhor Somiya. O pai é um professor viúvo que deseja casar sua filha, que de acordo com a sociedade, está na hora de entrar em um casamento. Só que Noriko quer continuar cuidado do pai e vivendo com ele para que o velho homem não se sinta sozinho. Ele então, vai fingir estar se casando de novo para que a filha não tenha culpa de se casar e ir embora.",[18],1949,9
28178,Sempre ao Seu Lado,2009-06-08,8.01,"Quando Hachiko, um filhote de cachorro da raça akita, é encontrado perdido em uma estação de trem por Parker, ambos se identificam rapidamente. O filhote acaba conquistando todos na casa de Parker, mas é com ele que acaba criando um profundo laço de lealdade.","[18, 10751]",2009,6
673,Harry Potter e o Prisioneiro de Azkaban,2004-05-31,8.01,"É o início do terceiro ano na escola de magia e bruxaria de Hogwarts. Harry, Ron e Hermione têm muito o que aprender. Mas uma ameaça ronda a escola e ela se chama Sirius Black. Após doze anos encarcerado na prisão de Azkaban, ele consegue escapar e volta para vingar seu mestre, Lord Voldemort. Para piorar, os Dementores, guardas supostamente enviados para proteger Hogwarts e seguir os passos de Black, parecem ser ameaças ainda mais perigosas.","[12, 14]",2004,5
400608,Bo Burnham: Make Happy,2016-06-03,8.007,"Combinando suas próprias composições com tiradas em que o alvo é ele mesmo, Bo Burnham traz uma perspectiva única sobre... ele mesmo. Um stand-up sobre a vida, morte, sexualidade, hipocrisia, doenças mentais e latas de Pringles.","[35, 10402]",2016,6
359724,Ford vs Ferrari,2019-11-13,8.006,O designer de carros americano Carroll Shelby e o destemido piloto britânico Ken Miles juntos combatem a interferência corporativa e as leis da física para construir um carro de corrida revolucionário e enfrentar Enzo Ferrari nas 24 horas de Le Mans na França em 1966.,"[18, 28, 36]",2019,11
521,Disque M para Matar,1954-05-29,8.0,"Em Londres, um ex-tenista profissional decide matar sua mulher, para poder herdar seu dinheiro e também como vingança por ela ter tido um affair um ano antes, com um escritor que vivia nos Estados Unidos mas que no momento está na cidade. Ele chantageia um colega de faculdade para estrangulá-la, dando a entender que o crime teria sido cometido por um ladrão. Mas quando algo sai muito errado, ele vê uma maneira de dar um rumo aos acontecimentos em proveito próprio.","[53, 80]",1954,5
823754,Bo Burnham: Inside,2021-07-22,8.005,Bo Burnham gravou e estrelou esta comédia musical sozinho durante um ano muito incomum.,"[35, 18]",2021,7
55960,Vence o Amor,1956-08-23,8.005,"Antonio, Peppino e Lucia são três irmãos que moram perto de Nápoles. O filho de Lucia, Gianni, vai para Nápoles estudar medicina, mas lá ele conhece uma dançarina de balé. Eles se apaixonam e, quando ela vai para Milão, Gianni vai atrás. Quando ficam sabendo disso e com medo de que seu sobrinho pare de estudar, os três irmãos Caponi partirão para persuadir Gianni a voltar a Nápoles e continuar estudando e que abandone a ""Malafemmina"". (e 12 - Estimado 12 Anos)","[35, 10749]",1956,8
43949,O Primeiro Amor,2010-08-06,8.004,"Juli e Bryce se conheceram aos sete anos de idade. Ela sempre admirou o menino, mas ele achava a vizinha meio estranha. Aos 13 tudo muda e ele começa a se apaixonar pela menina. Juntos, eles compartilharam diversas experiências amorosas, como o famoso primeiro beijo, que faz parte da vida de todo adolescente.","[10749, 18]",2010,8
204,O Salário do Medo,1953-04-22,8.004,"Em uma remota cidade sul-americana, quatro homens são contratados por uma petrolífera americana para levar um carregamento de nitroglicerina para explodir um poço de petróleo em chamas. Todos estão dispostos a arriscar a vida e fazem a viagem nas esburacadas estradas, onde qualquer solavanco mais forte poderá jogar os aventureiros pelos ares.","[18, 53, 12]",1953,4
14,Beleza Americana,1999-09-15,8.004,"Lester Burham não aguenta mais o emprego e se sente impotente perante sua vida. Casado com Carolyn e pai da ""aborrecente"" Jane, o melhor momento de seu dia quando se masturba no chuveiro. Até que conhece Angela Hayes, amiga de Jane. Encantado com sua beleza e disposto a dar a volta por cima, Lester pede demissão e começa a reconstruir sua vida, com a ajuda de seu vizinho Ricky.",[18],1999,9
110416,A Canção do Mar,2014-06-23,8.002,"A história da viagem de volta da última criança das selkies, mulheres que se transformam em focas. Depois do desaparecimento de sua mãe, Ben e Saoirse são enviados para viver com a avó na cidade. Quando eles resolvem voltar para a sua casa à beira-mar, a viagem torna-se uma corrida contra o tempo, quando eles são atraídos para um mundo que conhecem apenas nos contos populares de sua mãe. Mas isso não é uma história de ninar, essas pessoas estão em nosso mundo por muito tempo. Logo fica claro para Ben que Saoirse é a chave para a sua sobrevivência.","[10751, 16, 14]",2014,6
